IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
130.162.229.42,2053,443,true,FRA,Europe,Frankfurt,251,2.25
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,257,2.22
150.230.20.156,8443,443,true,AMS,Europe,Amsterdam,255,1.97
150.230.20.156,2053,443,true,AMS,Europe,Amsterdam,247,1.92
129.151.152.254,80,80,false,AMS,Europe,Amsterdam,96,1.89
132.145.54.84,2053,443,true,LHR,Europe,London,264,1.62
152.70.248.96,443,443,true,ICN,Asia Pacific,Seoul,89,1.48
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,316,1.32
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,249,1.28
40.233.20.157,2053,443,true,DFW,North America,Dallas,244,1.27
138.2.226.15,443,443,true,SJC,North America,San Jose,179,1.10
130.61.109.6,8443,443,true,FRA,Europe,Frankfurt,247,1.07
158.101.169.13,8443,443,true,FRA,Europe,Frankfurt,247,0.99
158.101.175.51,2053,443,true,FRA,Europe,Frankfurt,249,0.95
132.226.13.229,8443,443,true,NRT,Asia Pacific,Tokyo,119,0.94
143.47.182.56,8443,443,true,AMS,Europe,Amsterdam,256,0.86
192.9.157.76,443,8443,true,SJC,North America,San Jose,193,0.82
129.151.152.254,443,443,true,AMS,Europe,Amsterdam,82,0.82
158.180.18.123,443,443,true,FRA,Europe,Frankfurt,368,0.66
150.136.241.40,8443,443,true,IAD,North America,Ashburn,428,0.56
129.153.165.237,443,443,true,IAD,North America,Ashburn,223,0.49
129.159.84.71,443,443,true,EWR,North America,Newark,231,0.46
193.123.61.38,443,443,true,FRA,Europe,Frankfurt,384,0.38
193.123.39.94,443,443,true,FRA,Europe,Frankfurt,351,0.37
152.70.184.58,443,443,true,FRA,Europe,Frankfurt,369,0.18
84.8.155.232,443,443,true,FRA,Europe,Frankfurt,310,0.18
84.8.157.61,443,443,true,FRA,Europe,Frankfurt,317,0.14
158.101.98.60,2095,443,true,IAD,North America,Ashburn,421,0.14
129.146.254.39,443,443,true,LAX,North America,Los Angeles,220,0.09
129.159.83.88,8443,443,true,IAD,North America,Ashburn,380,0.08
158.101.205.91,443,443,true,FRA,Europe,Frankfurt,286,0.07
129.146.84.236,443,443,true,LAX,North America,Los Angeles,179,0.07
132.145.127.203,8443,443,true,NRT,Asia Pacific,Tokyo,74,0.05
152.70.190.158,443,443,true,FRA,Europe,Frankfurt,284,0.05
132.145.127.203,2053,443,true,NRT,Asia Pacific,Tokyo,161,0.05
193.122.197.111,443,443,true,IAD,North America,Ashburn,247,0.04
138.3.253.202,443,443,true,FRA,Europe,Frankfurt,306,0.00
168.138.163.239,2096,2096,true,SIN,Asia Pacific,Singapore,1,0.00
168.138.184.172,443,443,true,SIN,Asia Pacific,Singapore,4,0.00
168.138.185.234,443,443,true,SIN,Asia Pacific,Singapore,8,0.00
213.35.123.85,443,443,true,SIN,Asia Pacific,Singapore,32,0.00
213.35.124.73,8443,8443,true,SIN,Asia Pacific,Singapore,40,0.00
138.2.75.36,443,443,true,SIN,Asia Pacific,Singapore,44,0.00
158.180.84.48,443,443,true,ICN,Asia Pacific,Seoul,67,0.00
144.24.83.39,443,443,true,ICN,Asia Pacific,Seoul,69,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,Seoul,69,0.00
141.147.178.154,443,443,true,NRT,Asia Pacific,Tokyo,69,0.00
140.238.61.77,443,443,true,NRT,Asia Pacific,Tokyo,70,0.00
150.230.196.248,443,443,true,NRT,Asia Pacific,Tokyo,71,0.00
144.24.73.199,443,443,true,ICN,Asia Pacific,Seoul,73,0.00
150.230.63.93,443,443,true,KIX,Asia Pacific,Osaka,84,0.00
130.162.140.215,443,443,true,NRT,Asia Pacific,Tokyo,85,0.00
152.70.235.207,443,443,true,NRT,Asia Pacific,Tokyo,95,0.00
140.238.13.96,443,443,true,ICN,Asia Pacific,Seoul,114,0.00
150.230.44.13,443,443,true,SJC,North America,San Jose,175,0.00
132.226.1.227,443,443,true,NRT,Asia Pacific,Tokyo,176,0.00
129.159.47.255,443,443,true,SJC,North America,San Jose,178,0.00
129.146.83.33,8443,8443,true,LAX,North America,Los Angeles,180,0.00
129.146.2.27,443,443,true,LAX,North America,Los Angeles,214,0.00
129.146.7.98,443,443,true,LAX,North America,Los Angeles,231,0.00
152.67.151.178,443,443,true,LHR,Europe,London,247,0.00
140.238.64.65,80,80,false,LHR,Europe,London,251,0.00
140.238.64.65,443,443,true,LHR,Europe,London,263,0.00
152.67.135.46,443,443,true,FRA,Europe,Frankfurt,266,0.00
138.3.222.135,443,443,true,NRT,Asia Pacific,Tokyo,276,0.00
132.145.14.205,443,443,true,FRA,Europe,Frankfurt,278,0.00
130.162.188.201,443,443,true,FRA,Europe,Frankfurt,278,0.00
141.147.105.239,443,443,true,FRA,Europe,Frankfurt,279,0.00
138.2.178.36,443,443,true,FRA,Europe,Frankfurt,295,0.00
158.178.148.88,443,443,true,FRA,Europe,Frankfurt,305,0.00
138.2.182.91,443,443,true,FRA,Europe,Frankfurt,306,0.00
129.146.60.210,443,443,true,LAX,North America,Los Angeles,379,0.00
150.230.112.29,443,443,true,FRA,Europe,Frankfurt,402,0.00
